promo_price,currency,current_price,sku,title,offer,price,description,ean,mpn,brand,old_price,promo_qty,image_urls,retailer_sku_code,crawl_time,promo_data,promo_expiry,categories,url,model,out_of_stock
,,,prod-data-id123156,Anlene Gold HI-CAL(F/INULIN)800G,,$20.50,"Anlene<br/>
Gold HI-CAL(F/INULIN)<br/>
<span style =""color:grey""> 800G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id123158,Anlene Gold Hi-Cal(F/Inulin)Ref 600G,,$14.55,"Anlene<br/>
Gold Hi-Cal (F/Inulin) Refill 
<span style=""color: grey;"">600G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0043843_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id123157,Anlene Hi-Cal Choco(F/Inulin)Ref 600G,,$14.25,"Anlene<br/>
Hi-Cal Chocolate(F/Inulin)Refill<br/>
<span style =""color:grey""> 600G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id123159,Anlene Hi-Cal(F/Inulin)Ref 600G,,$13.60,"Anlene<br/>
Hi-Cal(F/Inulin)Refill<br/>
<span style =""color:grey""> 600G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83612,Anmum Materna Choc 650G,,$22.30,"Anmum<br/>
Materna Chocolate<br/>
<span style =""color:grey""> 650G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0009852_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83536,Nestle Omega Plus Acticol 15X31G,,$19.95,"Nestle<br/>
Omega Plus Acticol<br/>
<span style =""color:grey""> 15X31G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0009843_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id2023,Fernleaf Full Cream Milk Powder 1.8KG,,$28.30,"Fernleaf<br /> Full Cream Milk Powder<br /><small><span style=""color: gray"">1.8kg</span></small>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0009892_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83270,Cowhead Full Cream 2.5KG,,$26.45,"Cowhead Full Cream <br />
<small><span style=""color: gray"">2.5KG</span></small>",,,,$29.35,,https://a4ucontent.blob.core.windows.net/images/0010180_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id62872,Cadbury Choclairs Caramel Jar 190G,,$3.50,"Cadbury Choclairs Caramel Jar<br/>
<span style=""color: grey;"">190G</span> ",,,,$3.95,,https://a4ucontent.blob.core.windows.net/images/0052079_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id83929,Fernleaf Family Milk Powder 1.1KG,,$14.60,,,,,,,https://a4ucontent.blob.core.windows.net/images/0009893_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id1981,Nestle Omega Plus 3:6 Ref 700G,,$15.95,"Nestlé Omega Plus Adult Milk Powder<br />
<small><span style=""color: gray"">700G</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0009833_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83928,Anlene Cont Hi-Cal Chocolate 4X110ML,,$3.95,"Anlene Concentrate <br/>
High Calcium Low Fat Milk- Chocolate <br/>
<span style= ""color: gray""> 4x110ml</span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0048804_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id1986,Everyday Ref(S) 1.2KG,,$19.20,"Everyday Instant Filled Milk Powder Refill (S)<br />
<small><span style=""color: gray"">1.2KG</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0009848_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83611,Anmum Materna Plain 650G,,$22.30,"Anmum Materna Plain Milk Powder<br />Formulated Milk for Pregnant Women<br />
<small><span style=""color: gray"">650G</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0009851_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83927,Anlene Cont Hi-Cal Vanilla 4X110ML,,$3.95,"Anlene Concentrate <br/>
High Calcium - Vanilla <br/>
<span style= ""color: gray""> 4X110ML </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048803_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83874,Anlene Cont Hi-Cal W/Collagen 4X110ML,,$3.95,"Anlene Concentrate <br/>
High Calcium with Collagen <br/>
<span style=""color: gray"">4x110ml</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048802_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id126752,Cadbury Enjoy Gift Box 175G,,$7.90,"Cadbury Enjoy Gift Box<br/>
<span style=""color: grey;"">175G</span>",,,,$8.90,,https://a4ucontent.blob.core.windows.net/images/0052074_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id120839,Cadbury Favourites 320G,,$8.45,"Cadbury Favorites<br/>
<span style=""color: grey;"">320G</span>",,,,$9.95,,https://a4ucontent.blob.core.windows.net/images/0052075_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id120843,Cadbury Glow 160G,,$7.90,"Cadbury Glow Chocolate<br/>
<span style=""color: grey;"">160G</span>",,,,$9.90,,https://a4ucontent.blob.core.windows.net/images/0052076_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id120842,Cadbury Glow 240G,,$11.90,"Cadbury Glow Chocolate<br/>
<span style=""color: grey;"">240G</span> ",,,,$14.90,,https://a4ucontent.blob.core.windows.net/images/0052077_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id75139,Cadbury Panned Almond 300G,,$9.90,"Cadbury Panned Almond<br/>
<span style=""color: grey;"">300G</span> ",,,,$11.90,,https://a4ucontent.blob.core.windows.net/images/0052073_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id75138,Cadbury Panned Assortment 300G,,$9.90,"Cadbury Panned Assortment<br/>
<span style=""color: grey;"">300G</span>",,,,$11.90,,https://a4ucontent.blob.core.windows.net/images/0052078_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id75127,Decoria X'MAS Jelly Pop 12S(276G),,$8.60,"Decoria X'MAS Jelly Pop<br/>
<span style=""color: grey;"">12S (276G)</span>",,,,$9.50,,https://a4ucontent.blob.core.windows.net/images/0052010_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id83589,Everyday Ref 600G (S),,$10.20,"Everyday Instant Filled Milk Powder Refill (S)<br />
<small><span style=""color: gray"">600g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0009847_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83899,Fernleaf Family Milk Powder 550G,,$7.40,"Fernleaf <br/> 
Family Milk Powder 550G  <br/>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0024309_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id83932,Fernleaf Full Cream Milk Powder 550G,,$9.55,"Fernleaf Full Cream Milk Powder<br /><small><span style=""color: gray"">550g</span></small>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0009894_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id1990,Nespray Everyday Ref 550G,,$8.25,"Nespray Everyday Instant Milk Powder<br /><small><span style=""color: gray"">550g</span></small>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0009854_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id1984,Nestle Omega Plus ACTICOL(S)600G,,$15.95,"Nestlé Nesvita Omega Plus with Acticol<br /><small><span style=""color: gray"">600G</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0000975_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id114210,Ensure Acti M2 (Vanilla) 850G,,$39.50,"Abbott Ensure<br />
Acti M<sup>2</sup><br />
Vanilla Flavour<br />
<span style=""color: grey;"">850g</span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0040847_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id127040,Doriva Boom Double Twist Asst Bag 1000G,,$8.80,"Doriva Boom Double Twist Assorted Bag<br/>
<span style=""color: grey;"">1KG</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052062_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,True
,,,prod-data-id127041,Doriva Magic Single Twist Asst Bag 1000G,,$8.80,"Doriva Magic Single Twist Assorted Bag<br/>
<span style=""color: grey;"">1KG</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052063_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,True
,,,prod-data-id114501,F/Rocher Collection T15 162G,,$10.90,"Ferrero Rocher Collection<br/>
<span style=""color: grey;"">162G</span>",,,,$11.95,,https://a4ucontent.blob.core.windows.net/images/0052066_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id114500,F/Rocher Collection T24 259.2G,,$13.90,"Ferrero Rocher Collection<br/>
<span style=""color: grey;"">259.2G</span>",,,,$17.95,,https://a4ucontent.blob.core.windows.net/images/0052067_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id1702,F/Rocher T16,,$8.20,"Ferrero Rocher <br />
<span style=""color: gray"">16PCS</span>",,,,$9.50,,https://a4ucontent.blob.core.windows.net/images/0052068_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id1679,F/Rocher T24 300G,,$13.50,"Ferrero Rocher <br />
<span style=""color: gray"">24PCS (300G)</span>",,,,$15.50,,https://a4ucontent.blob.core.windows.net/images/0052069_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id117609,Ensure Nutrivigor Vanilla 850G,,$41.50,,,,,,,https://a4ucontent.blob.core.windows.net/images/0042448_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id82903,Nespray Instant 1.8KG,,$34.95,"Nespray Instant 1.8KG
",,,,,,https://a4ucontent.blob.core.windows.net/images/0009827_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id84039,Nestle Omega Plus Acticol Stpk 1KG,,$26.15,"Nestle<br/>
Omega Plus Acticol Stpk<br/>
<span style =""color:grey""> 1KG</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Adult Milk Powder,https://allforyou.sg/adult-milk-powder-2,,False
,,,prod-data-id1703,F/Rocher T30,,$15.25,"Ferrero Rocher<br />
<span style=""color: gray"">30PCS</span>",,,,$17.50,,https://a4ucontent.blob.core.windows.net/images/0052070_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id75102,F/Rocher T32 400G,,$14.90,"Ferrero Rocher <br />
<span style=""color: gray"">32PCS (400G)</span>",,,,$19.95,,https://a4ucontent.blob.core.windows.net/images/0052071_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id127036,Garoto Bonbons Asst 500G,,$6.90,"Garoto Bonbons Assorted<br/>
<span style=""color: grey;"">500G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052064_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id127037,Garoto Bonbons ASST(BOX)355G,,$5.50,"Garoto Bonbons ASST(BOX)<br/>
<span style=""color: grey;"">355G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052072_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id115337,H/Kitty Juice Candies (Asst) 120G,,$6.00,"Hello Kitty Juice Candies (Assorted)<br/>
<span style=""color: grey;"">120G</span> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0052090_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id67682,H/Kitty Mini Marshmallow 180G,,$3.20,"Hello Kitty <br/>
Mini Marshmallow <br/>
<span style= ""color: gray"">180G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052080_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,True
,,,prod-data-id127039,Haribo Fruit Soft Jelly Candy 250G,,$2.95,"Haribo Fruit Soft Jelly Candy<br/>
<span style=""color: grey;"">250G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052065_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id122091,HERSHEY'S Iconic COOKIES'N'CREME(P)146G,,$5.45,"Hershey's <br/>
Cookies & Cream <br/>
<span style= ""color: gray""> 146G+29G </span>",,,,$6.40,,https://a4ucontent.blob.core.windows.net/images/0044676_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id122090,HERSHEY'S Iconic Creamy W ALMOND(P)146G,,$5.45,"Hershey's <br/>
Creamy Almond Milk Chocolate <br/>
<span style= ""color: gray""> 146G+29G </span>",,,,$6.40,,https://a4ucontent.blob.core.windows.net/images/0044675_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id122089,HERSHEY'S Iconic Kisses C/MILK(P)146G,,$5.45,"Hershey's <br/>
Creamy Milk Chocolate <br/>
<span style= ""color: gray"">146 + free 29G</span>",,,,$6.40,,https://a4ucontent.blob.core.windows.net/images/0044422_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id75363,Kit Kat Sharebags Choc 12+2X17G,,$6.20,"Kit Kat Share Bags Chocolates<br/>
<span style=""color: grey;"">12pkts +2pkts X 17G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052152_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id73184,Loacker Gardena G/P 2X190G,,$10.90,"Loacker Gardena<br/>
Chocolate & Hazelnut Wafer<br/>
<span style=""color: grey;"">2pkts X 190G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052085_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id114597,Loacker Mag Of Season Gift Box 500G,,$8.90,"Loacker Mag Of Season Gift Box<br/>
<span style=""color: grey;"">500G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052088_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id73190,Loacker Season Of Joy Gift Pack 2X175G,,$5.90,"Loacker Season Of Joy Gift Pack<br/>
<span style=""color: grey;"">2 X 175G</span> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0052084_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id73189,Loacker Wafer Assorted Gift Pack 2X225G,,$8.90,"Loacker Wafer Assorted Gift Pack<br/>
<span style=""color: grey;"">2 X 225G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052087_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id127085,Lotte Pepero Festive PACK(8S)272G,,$6.95,"Lotte Pepero Festive PACK (8S)<br/>
<span style=""color: grey;"">272G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052089_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id63162,Raffaello Chocolate T15 150G,,$6.90,"Raffaello Chocolate<br/>
<span style=""color: grey;"">15S (150G)</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052029_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id15980,Santa Candy Cane 35S 140G,,$4.45,"Santa Candy Cane<br/>
<span style=""color: grey;"">35S (140G)</span> ",,,,$4.90,,https://a4ucontent.blob.core.windows.net/images/0052011_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id15981,Santa Claus W/Candy 30G,,$5.90,"Santa Claus With Candy<br/>
<span style=""color: grey;"">30G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052015_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id127032,Santa Handmade Candy 225G,,$5.20,"Santa Handmade Candy<br/>
<span style=""color: grey;"">225G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052061_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id127033,Santa Handmade Candy 50G,,$1.50,"Santa Handmade Candy<br/>
<span style=""color: grey;"">50G</span> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0052004_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,True
,,,prod-data-id15979,Santa Round Gummy Pops 4S 112G,,$2.90,"Santa Holiday<br/>
Hand Decorated Round Gummy Pops<br/>
<span style=""color: grey;"">4S (112G)</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052007_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id15977,Santa V/House Gummy Pops 4S 112G,,$2.90,"Santa Village<br/>
Hand Made House Gummy<br/>
<span style=""color: grey;"">4S (112G)</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052008_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id15976,Santa V/Pals Gummy Pops 4S 112G,,$2.90,"Santa Village<br/>
Hand Made Pals Gummy<br/>
<span style=""color: grey;"">4S (112G)</span> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0052006_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id15996,Santa X'MAS Boot W/Candy(L) 130G,,$6.80,"Santa X'MAS Boot W/Candy (L) <br/>
<span style=""color: grey;"">130G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052081_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,True
,,,prod-data-id15994,Santa X'MAS Boot W/Candy(Xl) 180G,,$7.90,"Santa X'MAS Boot W/Candy (XL)<br/>
<span style=""color: grey;"">180G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0052082_0.png,,,,,Festival Delights,https://allforyou.sg/festival-delights,,False
,,,prod-data-id45290,Morries 1.7L Cordless Jug MS800N,,$18.90,"Morries Cordless Jug 1.7L (MS800N)
Description:<br/>
- ON/OFF Switch And Power Indicator <br/>
- Water Level Indicator<br/>
- Washable Limescale Filter<br/>
- Over-heating Protection<br/>
- Thermostat control / STRIX from UK<br/>
- Power: 220V-240V 1850W-2200W 50/60Hz<br/>
- Easy to use<br/>",,,,$23.90,,https://a4ucontent.blob.core.windows.net/images/0051739_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,False
,,,prod-data-id43274,Morries 30A 3LE/AIRPOT,,$39.90,"Morries<br/>
30A 3LE/AIRPOT<span style=""color:grey"">1S</span><br/>
Description:<br/>
- 304 # Stainless steel inner pot<br/>
- 2 way dispense (Auto pump/ Cup switch)<br/>
- Keep warm function<br/>
- Instant reboiling function<br/>
- Large water indicator panel<br/>
- New Design<br/>
- Quick heating<br/>
- 360 degrees swivel base<br/>
- Power: 220V-240V 730W 50/60Hz",,,,$44.90,,https://a4ucontent.blob.core.windows.net/images/0052145_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,True
,,,prod-data-id48123,Morries 500W 2in1 Blender MS8305B,,$44.90,"Morries<br/>
500W 2in1 Blender MS8305B<span style=""color:grey"">1S</span><br/>
Description:<br/>
- 1.5L Glass Jar<br/>
- 500W Powerful motor<br/>
- 2-Speed / Pulse function<br/>
- Stainless Steel Housing<br/>
- 6 pieces Stainless steel cutting blade and base idea for ice crushing.<br/>
- Ideal for Grinding Coffee Beans, Almonds, Peanuts, etc<br/>
- Easy to operate<br/>
- Power: 220V-240V 500W 50Hz",,,,$52.90,,https://a4ucontent.blob.core.windows.net/images/0052136_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,True
,,,prod-data-id124794,Morries C'LESS Ket Jug 1.5L MS-CJ608,,$39.90,"Morries<br/>
Cordless Kettle Jug 1.5L MS-CJ608<span style=""color:grey"">1S</span><br/>
Description:<br/>
- 1.5L Cordless Kettle<br/>
- On/Off Switch and Power Indicator<br/>
- Water outlet spout and getty mouth pot<br/>
- Over-heating protection<br/>
- Double Layer Housing<br/>
- Power :: 220-240V 50/60Hz 1500W<br/>
- Packing size:1x12<br/>
- Measurement:57*38.5*46<br/>
- NW/GW(KG):11.6/14.3",,,,$49.90,,https://a4ucontent.blob.core.windows.net/images/0052137_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,True
,,,prod-data-id48158,Morries Cordless Jug MS8360,,$27.90,"Morries <br/>
Cordless Jug <span style= ""color: gray""> 1S </span> <br/>
Description: <br/>
- Capacity 1.8L <br/>
- 360° Rotating Cordless Base <br/>
- Boil dry and Overheat Protection <br/>
- Concealed Stainless Steel heating element <br/>
- Heat-Resistant plastic housing <br/>
- Removable and Washable filter <br/>
- STRIX Controller (From UK) <br/>
- Accessories : 2 Plastic Cups <br/>
- Easy to use <br/>
- Power: 220V-240V 1850W-2200W 50/60Hz <br/>",,,,$35.90,,https://a4ucontent.blob.core.windows.net/images/0044829_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,False
,,,prod-data-id117509,Morries Steam Iron MS-2388S,,$23.90,"Morries Steam Iron (MS-2388S) <br/>
Description:<br/>
- Large non-stick Coated Soleplate<br/>
- Ideal for both Dry and Steam Ironing<br/>
- Temperature regulating function for different fabrics<br/>
- Self-cleaning function<br/>
- Selection of Normal & Powerful Burst<br/>
- Steam spraying<br/>
- Light Weight<br/>
- Large Water Tank<br/>
- Power: 220-240V/50Hz/1200-1400W",,,,,,https://a4ucontent.blob.core.windows.net/images/0051738_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,False
,,,prod-data-id48428,P/Pac 2SLICE Bread Toaster PPT02,,$10.90,"Power Pac <br/>
2 Slice Bread Toaster PPT02 <span style= ""color: gray""> 1S </span> <br/>
Description: <br/>
- 7 stage variable browning control <br/>
- Toast 1-2pcs of bread at one time <br/>
- Stop button <br/>
- Auto pop-up <br/>
- Great breakfast helper <br/>
- Easy to clean <br/>
- 230V. 50Hz. 750W <br/>",,,,$15.90,,https://a4ucontent.blob.core.windows.net/images/0044846_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,False
,,,prod-data-id125522,Powerpac 10L Electric & Pizza Oven PPT38,,$29.90,"Powerpac Electric & Pizza Oven (PPT38) 
Description:<br/>
- Top & bottom heating element<br/>
- Ideal for reheating, toasting, grilling & baking<br/>
- 15 minute timer with bell ring<br/>
- Large view door window<br/>
- 2 quartz heating elements<br/>
- Removable bottom crumb tray for easy cleaning<br/>
- Power: 220V-240V, 50Hz-60Hz, 800W",,,,$35.90,,https://a4ucontent.blob.core.windows.net/images/0051740_0.png,,,,,Other Appliances,https://allforyou.sg/other-appliances,,False
,,,prod-data-id10863,Eesin R1 Gel Pen 4S 4R1,,$3.20,"EESIN <br/>
Blue Gel Pen <br/>
<span style= ""color: gray""> 4S </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044618_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id10597,Espp 4 Col Pen 2S 28030,,$2.50,"ESPP <br/>
4 Colour Pen <br/>
<span style=""color: grey;"">2S</span> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0044592_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id10601,Espp Correction Pen 2S 2504,,$3.30,"ESPP <br/>
Correction Tape <br/>
<span style=""color: grey;"">2S</span> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0044594_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id10629,Espp Ruler Set 075,,$1.50,"ESPP <br/>
Ruler Set <br/>
<span style= ""color: gray""> 4S </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044603_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id10630,Espp Scissors Set 075,,$1.50,"ESPP <br/>
Scissors Set <br/>
<span style= ""color: gray""> 1S </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044608_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id10631,Espp Glue Set 075,,$1.50,"ESPP <br/>
Glue Set <br/>
<span style= ""color: gray""> 4S </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044616_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id11074,Espp Max Staple HD-10(ROSE),,$2.90,"ESPP <br/>
Max Staple HD-10 (Rose) <br/>
<span style= ""color: gray""> 1S </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044617_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id19526,Ba Wang Shp H/Strength&Darken'g 750ML,,$16.00,"Ba Wang<br/>
Shampoo Hair Strengthening and Darkening<br/>
<span style =""color:grey""> 750ML</span>",,,,$16.95,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Shampoo,https://allforyou.sg/shampoo,,True
,,,prod-data-id87883,Pureen Pacifier Chain(Dolphin),,$2.60,"Pureen  <br/>
Pacifier Chain <br/> 
<span style= ""color: gray""> 1S </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0043506_0.png,,,,,Baby Accessories,https://allforyou.sg/baby-accessories-2,,False
,,,prod-data-id8660,Blu Tack Glue 45G,,$1.80,"BLU TACK<br/>
original<br/>
<span style= ""color: gray"">45G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0022207_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id8566,Paper One 70GSM A4 Paper,,$4.60,"Paper One <br/>
70GSM A4 Paper<br/>
<span style= ""color: gray""> 500 sheets </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044480_0.png,,,,,Stationery,https://allforyou.sg/stationery,,False
,,,prod-data-id21492,Ba Wang Shp Nutri Repairing 400ML,,$8.70,"Ba Wang<br/>
Shampoo Nutri-Repairing<br/> 
<span style =""color:grey""> 400ML</span>",,,,$9.95,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Shampoo,https://allforyou.sg/shampoo,,False
,,,prod-data-id19134,Clairol Shp Colour Me Shiny 300ML,,$6.00,"Clairol Herbal Essences <br/>
Colour Me Shiny Shampoo <br/>
<span style= ""color: gray"">300 ML</span></style>",,,,$7.65,,https://a4ucontent.blob.core.windows.net/images/0046772_0.png,,,,,Shampoo,https://allforyou.sg/shampoo,,False
,,,prod-data-id19138,Clairol Shp Danger Straight 300ML,,$6.00,"Clairol Herbal Essences <br/>
Silky & Straight Shampoo <br/>
<span style= ""color: gray"">300ML</span></style>",,,,$7.65,,https://a4ucontent.blob.core.windows.net/images/0046780_0.png,,,,,Shampoo,https://allforyou.sg/shampoo,,False
