promo_price,currency,current_price,sku,title,offer,price,description,ean,mpn,brand,old_price,promo_qty,image_urls,retailer_sku_code,crawl_time,promo_data,promo_expiry,categories,url,model,out_of_stock
,,,prod-data-id40106,V15 White Sesame Seed 100G(N),,$1.20,,,,,,,https://a4ucontent.blob.core.windows.net/images/0010888_0.png,,,,,Dessert Toppings,https://allforyou.sg/dessert-toppings,,False
,,,prod-data-id945,S/Home Rice Ball Peanut 200G,,$1.75,"Spring Home <br/>
Glutinous Rice Ball- Peanut <br/>
<small><span style= ""color: gray"">200g</span></small>
<br/>
<br/>
<span title=""Vegetarian 素"" style=""background-color: #04B404; color: white; font-family: Comic Sans MS; padding: 6px; border-radius: 25px;""><strong>Veg</strong></span>",,,,$2.25,,https://a4ucontent.blob.core.windows.net/images/0008460_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id935,S/Home Riceball Sesame 200G,,$1.75,"Spring Home <br/>
Glutinous Rice ball- Sesame <br/>
<small><span style= ""color: gray"">200g</span></small>
<br/>
<br/>
<span title=""Vegetarian 素"" style=""background-color: #04B404; color: white; font-family: Comic Sans MS; padding: 6px; border-radius: 25px;""><strong>Veg</strong></span>",,,,$2.25,,https://a4ucontent.blob.core.windows.net/images/0008457_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,True
,,,prod-data-id40744,Singlong Walnut Paste Pow 150G,,$2.90,"Singlong Walnut Paste Powder <br/>
<small><span style= ""color: gray"">150g</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0007563_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id29026,S/Home Rice Ball Red Bean 200G,,$1.75,"Spring Home <br/>
Glutinous Rice Ball- Red Bean <br/>
<small><span style= ""color: gray"">200g</span></small>
<br/>
<br/>
<span title=""Vegetarian 素"" style=""background-color: #04B404; color: white; font-family: Comic Sans MS; padding: 6px; border-radius: 25px;""><strong>Veg</strong></span>",,,,$2.25,,https://a4ucontent.blob.core.windows.net/images/0008446_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id40820,Hollyfarms Almond Paste POW.150G,,$2.15,"Hollyfarms <br/>
Almond Paste Powder <br/>
<small><span style= ""color: gray"">150g</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0007577_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id7038,C3 Green Raisin 250G(N),,$4.20,,,,,,,https://a4ucontent.blob.core.windows.net/images/0007296_0.png,,,,,Dessert Toppings,https://allforyou.sg/dessert-toppings,,False
,,,prod-data-id7046,C8 Fried Sesame 300G(N),,$3.95,"C8 <br/>
fried Sesame <br/>
<span style= ""color: gray""> 300G(N) </span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0049179_0.png,,,,,Dessert Toppings,https://allforyou.sg/dessert-toppings,,False
,,,prod-data-id7338,V281 Pine Nut 50G(N),,$4.95,,,,,,,https://a4ucontent.blob.core.windows.net/images/0007337_0.png,,,,,Dessert Toppings,https://allforyou.sg/dessert-toppings,,False
,,,prod-data-id40825,Hollyfarms Peanut Paste POW.150G,,$2.15,"Hollyfarms <br/>
Peanut Paste Powder <br/>
<small><span style= ""color: gray"">150g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007582_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id31153,KG Mini Rainbow 320G,2 for $3.68,$2.60,"KG <br/>
Mini Rainbow Rice Ball <br/>
<small><span style= ""color: gray"">320g</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0008463_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id40826,SL Tra. Sesame Paste POW.150G,,$2.35,SL Tra. Sesame Paste POW.150G ,,,,,,https://a4ucontent.blob.core.windows.net/images/0007581_0.png,,,,,Chinese Delights,https://allforyou.sg/chinese-delights,,False
,,,prod-data-id982,Quix English Waffles 130G,,$3.15,"Quix <br/>
English Waffles <br/>
<small><span style= ""color: gray""> 130g </span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0051175_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,True
,,,prod-data-id942,Saralee Chocolate 300G,,$5.15,"Sara Lee <br/>
Chocolate Pound Cake <br/>
<small><span style= ""color: gray"">300g</span></small>",,,,$5.50,,https://a4ucontent.blob.core.windows.net/images/0001214_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id56968,Regina Choco Chips Cake 180G,,$1.50,"Regina <br/>
Chocolate Chips Cake <br/>
<span style= ""color: gray"">180g</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0021360_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id941,Saralee Choc. Swirl 300G,,$5.15,"Sara Lee <br/>
Chocolate Swirl Cake <br/>
<small><span style= ""color: gray"">300g</span></small>
",,,,$5.50,,https://a4ucontent.blob.core.windows.net/images/0000499_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id940,Saralee Plain 300G,,$5.15,"Sara Lee <br/>
Plain Pound Cake <br/>
<small><span style= ""color: gray"">300g</span></small>",,,,$5.50,,https://a4ucontent.blob.core.windows.net/images/0001213_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id31528,Amstar Cream Puff Choc 215G,2 for $6.45,$4.15,"Amstar <br/>
Chocolate Cream Puff<br/>
<span style= ""color: gray""> 215G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0043522_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id31571,Poppies Mini Eclair Vanilla 200G,2 for $8.85,$5.95,"Poppies <br/>
Vanilla Mini Eclair <br/>
<span style= ""color: gray""> 200G </span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0041756_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id31529,Amstar Cream Puff Vanilla 215G,2 for $6.45,$4.15,"Amstar <br/>
Vanilla Cream Puff <br/>
<span style= ""color: gray""> 215G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0009567_0.png,,,,,Cakes & Pastries,https://allforyou.sg/cakes-pastries,,False
,,,prod-data-id40817,Hollyfarms Konyyaku Jelly POW.120G,,$1.50,"Hollyfarms <br/>
Konyyaku Jelly Powder <br/>
<span style =""color:grey;""> 120G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0047944_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id3605,Moon Star Agar Agar Strip 32G,,$1.60,"Moon Star<br/> 
Agar Agar Strip 
<span style=""color: grey;"">32G</span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0048724_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id85055,S/Soh Grass Jelly Slurpup 6X200G,,$4.90,"S/Soh <br/>
Grass Jelly Slurpup <br/>
<span style =""color:grey""> 6x200g </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id73785,Triko Konnyaku Fiber Jelly Apple 316G,,$3.25,"Triko <br/>
Konnyaku Fiber Jelly Apple <br/>
<span style =""color:grey;""> 316G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048892_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id84454,Tsm Chin Chow Dessert 300G,,$0.95,"Tsm <br/>
Chin Chow Dessert <br/>
<span style =""color:grey""> 300g </span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id40444,V231 Gum Kathira 30G(N),,$1.55,"V231 Gum Kathira <br/>
<span style =""color:grey""> 30G(N) </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007554_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id87804,Pureen Wipes 100S,,$3.20,"Pureen <br/>
Wipes <br/>
<small><span style= ""color: gray"">100s</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0042459_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id1298,W/Coco Nata De Coco Grape 360G,2 for $2.15,$1.45,"Wongcoco <br/>
Nata De Coco Grape <br/>
<small><span style= ""color: gray"">360g</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0017768_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id1688,W/Coco Nata De Coco Lychee 360G,2 for $2.15,$1.45,"Wongcoco <br/>
Nata De Coco Lychee <br/>
<small><span style= ""color: gray""360g</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0017769_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id71250,W/Coco Jelly Nata De Coco 72X14G,,$3.30,"Wongcoco <br/>
Jelly Nata De Coco <br/>
<small><span style= ""color: gray"">72x14g</span></small>",,,,$3.75,,https://a4ucontent.blob.core.windows.net/images/0020288_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id1304,W/Coco Nata De Coco Ori 360G,2 for $2.15,$1.45,"Wongcoco <br/>
Nata De Coco Original <br/>
<small><span style= ""color: gray"">360g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0017766_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id1754,Naspac Pudding Honey Melon 380G,2 for $2.85,$1.55,"Naspac Pudding <br/>
Honey Melon <br/>
<span style= ""color: gray"">380G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044268_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id88981,Mamy Poko Baby Wipes 2X80S,,$5.75,"Mamy Poko <br/>
Baby Wipes <br/>
<small><span style= ""color: gray"">2x80s</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0009481_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id114565,Mamy Poko Baby Wipes A/Bacterial 2X76S,,$5.75,"Mamy Poko <br/>
Anti-Bacterial Baby Wipes <br/>
<small><span style= ""color: gray"">2x76s</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0021525_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id117554,Huggies G/Care Baby Wipes 3X80S,,$10.95,"Huggies <br/>
Gentle Care Baby Wipes <br/>
<small><span style= ""color: gray"">3x80s</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0050959_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id117556,Huggies G/Care Baby Wipes 3X20S,,$3.95,"Huggies <br/>
Gentle Care Baby Wipes <br/>
<small><span style= ""color: gray"">3x20s</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0050958_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id89065,Softess Baby Wipes Scented 80S,,$2.50,"Softess <br/>
Baby Wipes Scented <br/>
<small><span style= ""color: gray"">80s</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0005118_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id1753,Naspac Pudding Mango 380G,2 for $2.85,$1.55,"Naspac <br/>
Mango Pudding <br/>
<span style= ""color: gray"">380G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044269_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id62705,Naspac Pudding Mango Ndcc 6X108G,,$3.20,"Naspac Pudding <br/>
Mango Nata De Coco <br/>
<small><span style= ""color: gray"">6x108g</span></small>",,,,$3.60,,https://a4ucontent.blob.core.windows.net/images/0044131_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id62706,Naspac Pudding Mix Fruit Ndcc 6X108G,,$3.20,"Naspac Pudding <br/>
Mix Fruit Nata De Coco <br/>
<span style= ""color: gray"">6X108G</span>",,,,$3.60,,https://a4ucontent.blob.core.windows.net/images/0044258_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id82183,Yummy Guiling Gao Longan 3X200G,,$2.50,"Yummy <br/>
Longan Guiling Gao <br/>
<span style= ""color: gray"">3X200G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044277_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,True
,,,prod-data-id62712,W/Coco Cup Jelly 6X120G,,$2.30,"Wongcoco <br/>
Cup Jelly <br/>
<span style= ""color: gray"">6X120G</span>",,,,$2.60,,https://a4ucontent.blob.core.windows.net/images/0044259_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,True
,,,prod-data-id89064,Softess Baby Wipes Fragrance Free 80S,,$2.50,"Softess <br/>
Baby Wipes Fragrance Free <br/>
<span style= ""color: gray"">80s</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0005119_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id118364,Softess Baby Wipes Fragrance Free 3X80S,,$6.95,"Softess <br/>
Baby Wipes Fragrance Free <br/>
<span style= ""color: gray"">3X80S</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0014394_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id118365,Softess Baby Wipes Scented 3X80S,,$6.95,"Softess <br/>
Baby Wipes Scented <br/>
<span style= ""color: gray"">3X80S</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0014396_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id89039,Angel Baby Wipes 30S,,$0.95,"Angel Baby Wipes 30S
",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id89040,Angel Baby Wipes 80S,,$1.95,"Angel Baby Wipes 80S
",,,,,,https://a4ucontent.blob.core.windows.net/images/default-image_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id1691,Rinda Fruit Jelly Cup 3X130G,,$1.00,"Rinda <br/>
Fruit Jelly Cup <br/>
<span style= ""color: gray"">3X130G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044265_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id66163,Tenten Cup Fruit Jelly 3X130G,,$0.95,"Tenten <br/>
Fruit Jelly Cup <br/>
<span style= ""color: gray"">3X130G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0044263_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id1694,Bee Miami Ice 10X90ML,2 for $0.80,$0.80,,,,,,,https://a4ucontent.blob.core.windows.net/images/0011183_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id66800,Cocon Yogo Ice 10X45ML,,$1.50,,,,,,,https://a4ucontent.blob.core.windows.net/images/0008504_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id71189,Sunko Pop Ice 10X90ML,,$0.65,Sunko Pop Ice 10X90ML ,,,,,,https://a4ucontent.blob.core.windows.net/images/0017774_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id87983,Classic Baby Wipes 30S,,$1.10,"Classic<br/>
Baby Wipes<br/>
<span style=""color: grey;"">30s</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0042461_0.png,,,,,Wipes,https://allforyou.sg/wipes,,True
,,,prod-data-id88872,J&J Baby Wipes Fragrance 3X75S,,$11.95,"Johnson's<br/>
Baby Skin Care Wipes<br/>
<span style=""color: grey;"">3 x 80s</span>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0050976_0.png,,,,,Wipes,https://allforyou.sg/wipes,,True
,,,prod-data-id88876,J&J Baby Wipes Fragrance Free 3X75S,,$11.95,"Johnson's<br/>
Baby Skin Care Wipes<br/>
Fragrance Free<br/>
<span style=""color: grey;"">3 x 80s</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0050975_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id88873,J&J Wipes Messy Times F/F 3X80S,,$8.95,"Johnson's<br/>
Messy Times<br/>
Fragrance Free<br/>
for Hands and Face<br/>
<span style=""color: grey;"">3 x 80s</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0049731_0.png,,,,,Wipes,https://allforyou.sg/wipes,,False
,,,prod-data-id62738,Jelly Joy Jelly Stick Asst 20X20G,,$1.50,"Jelly Joy Jelly Stick <br/>
Assorted Fruit Flavors <br/>
<small><span style= ""color: gray"">20x20g</span></small> ",,,,,,https://a4ucontent.blob.core.windows.net/images/0017781_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id62840,W/Coco Ice Bon Bon 5X80G,,$0.95,"Wongcoco <br/>
Ice Bon Bon <br/>
<small><span style= ""color: gray"">5x80g</span></small>",,,,$1.10,,https://a4ucontent.blob.core.windows.net/images/0008493_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id4682,F/Star Konnyaku Jelly Pow. 280G,,$2.50,"Konnyaku <br/>
Jelly Powder <br/>
<small><span style= ""color: gray"">280g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007122_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,True
,,,prod-data-id6572,H/Grass Kiwi Seeds 12G,,$0.70,"Happy Grass <br/>
Kiwi Seeds <br/>
<small><span style= ""color: gray"">12g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007246_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id6670,H/Grass B'C Pudding Mango 360G,,$3.10,"Happy Grass <br/>
Beancurd Pudding- Mango <br/>
<small><span style= ""color: gray"">360g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048025_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id6303,H/Grass B'C Pudding S'BERRY 360G,,$3.10,"Happy Grass <br/>
Beancurd Pudding- Strawberry <br/>
<small><span style= ""color: gray"">360g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048018_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id6328,H/Grass Konnyaku Kiwi 300G,,$2.80,"Happy Grass <br/>
Konnyaku Kiwi <br/>
<small><span style= ""color: gray"">300g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007228_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id6302,H/Grass B'CURD Pudding Choc 360G,,$3.10,"Happy Grass <br/>
Beancurd Pudding- Chocolate <br/>
<small><span style= ""color: gray"">360g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048017_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id4683,H/Grass Konnyaku Mango 300G,,$2.80,"Happy Grass <br/>
Konnyaku Mango <br/>
<small><span style= ""color: gray"">300g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007123_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id4690,H/Grass Guiling G/Jelly Pow 100G,,$2.30,"Happy Grass <br/>
Guiling Grass Jelly Powder <br/>
<small><span style= ""color: gray"">100g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007126_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id6330,H/Grass Konnyaku Peach 300G,,$2.80,"Happy Grass <br/>
Konnyaku Peach <br/>
<small><span style= ""color: gray"">300g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007227_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,True
,,,prod-data-id4684,H/Grass Ice Jelly Powder 50G,,$1.70,"Happy Grass <br/>
Ice Jelly Powder <br/>
<small><span style= ""color: gray"">50g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0007121_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id40819,Hollyfarms Almond Dessert 120G,,$1.50,"Hollyfarms  <br/>
Almond Dessert <br/>
<span style =""color:grey;""> 120G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048091_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id40821,Hollyfarms Durian Dessert 120G,,$1.50,"Hollyfarms <br/>
Durian Dessert (Jelly) <br/>
<span style =""color:grey;""> 120G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048092_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id40822,Hollyfarms Ice Jelly Powder 120G,,$1.50,"Hollyfarms <br/>
Ice Jelly Powder <br/>
<span style =""color:grey;""> 120G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0047945_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id127050,Dole Konjac Banana Flavour Jelly 6x22G,,$2.50,"Produce of Japan <br/> 
Dole Banana Flavour Konjac Jelly <br/> 
日本Dole果冻 （香蕉口味）<br/> 
<small><span style= ""color: gray""> Net weight: 132g (22g x 6 sachets) </span></small><br/> <br/> 

<small><b
style=""color:orange"">Dole Konjac Jelly </b> is a fruity and tasty jelly made from well-selected konjac flour. It is rich in dietary fibre, which provides a host of health benefits to the digestive system.  <small>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0052018_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id40824,Hollyfarms Mango Dessert 120G,,$1.50,"Hollyfarms <br/>
Mango Dessert (Jelly) <br/>
<span style =""color:grey;""> 120G </span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0048094_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id13625,Mimico Jelly Drops 500G,,$2.90,,,,,,,https://a4ucontent.blob.core.windows.net/images/0011006_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id127049,Dole Konjac Pineapple Flavor Jelly 6x22G,,$2.50,"Produce of Japan <br/> 
Dole Pineapple Flavour Konjac Jelly <br/> 
日本Dole果冻 （黄梨口味）<br/> 
<small><span style= ""color: gray""> Net weight: 132g (22g x 6 sachets) </span></small><br/> <br/> 

<small><b
style=""color:orange"">Dole Konjac Jelly </b> is a fruity and tasty jelly made from well-selected konjac flour. It is rich in dietary fibre, which provides a host of health benefits to the digestive system.  <small>
",,,,,,https://a4ucontent.blob.core.windows.net/images/0052016_0.png,,,,,Jellies & Pudding,https://allforyou.sg/jellies-pudding,,False
,,,prod-data-id121416,JULIE'S HERSHEY'S C/Waffles 126G,3 for $7.80,$3.90,"Julie's Hersheys<br/>
Chocolate Waffles<br/>
<span style= ""color: gray"">126G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0045216_0.png,,,,,Biscuits & Cookies,https://allforyou.sg/biscuits-cookies-2,,True
,,,prod-data-id123920,Oreo Coconut Delight Slug 137G,2 for $2.25,$1.50,"Oreo Sandwich Cookies <br/>
Coconut Delight Slug <br/>
<span style= ""color: gray"">137G</span>",,,,,,https://a4ucontent.blob.core.windows.net/images/0045091_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id64683,Oreo Double Stuf 152.4G,2 for $2.25,$1.50,"Kraft Oreo Sandwich Cookies <br/>
Double Stuf <br/>
<small><span style= ""color: gray"">152.4g</span></small>",,,,,,https://a4ucontent.blob.core.windows.net/images/0045279_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id120844,Oreo Choc Coated Wafer 128G,,$2.50,"Oreo <br/>
Chocolate Coated Wafer <br/>
<span style= ""color: gray"">128G</span>",,,,$2.70,,https://a4ucontent.blob.core.windows.net/images/0045278_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id1801,Oreo Regular 9X29.4G,,$1.70,"Oreo Sandwich Cookie <br/>
Regular <br/>
<span style= ""color: gray"">9X29.4G</span>",,,,$1.95,,https://a4ucontent.blob.core.windows.net/images/0045065_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id123919,Oreo Coconut Delight Mp (9X29.4G),,$1.70,"Oreo Sandwich Cookies <br/>
Coconut Delight Mp <br/>
<span style= ""color: gray"">9X29.4G</span>",,,,$1.95,,https://a4ucontent.blob.core.windows.net/images/0045275_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id74517,Oreo Choc Cream 9X29.4G,,$1.70,"Oreo Sandwich Cookies <br/>
Chocolate Creme <br/>
<span style= ""color: gray"">9X29.4G</span>",,,,$1.95,,https://a4ucontent.blob.core.windows.net/images/0045070_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id59351,Oreo Golden Vani S/Cookies 9X29.4G,,$1.70,"Oreo Sandwich Cookies <br/>
Vanilla <br/>
<span style= ""color: gray"">9X29.4G</span>",,,,$1.95,,https://a4ucontent.blob.core.windows.net/images/0045170_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id114682,Oreo Mildly Sweet 9X29.4G,,$1.70,"Kraft Oreo Sandwich Cookies <br/>
Mildly Sweet <br/>
<span style= ""color: gray"">9X29.4G</span>",,,,$1.95,,https://a4ucontent.blob.core.windows.net/images/0045066_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id59514,Oreo Strawberry 9S Tray (9X29.4G),,$1.70,"Oreo Sandwich Cookies <br/>
Strawberry <br/>
<span style= ""color: gray"">9X29.4G</span>",,,,$1.95,,https://a4ucontent.blob.core.windows.net/images/0045062_0.png,,,,,"Oreo, Meiji, Happy Family ",https://allforyou.sg/oreo-meiji-happy-family?pagenumber=2,,False
,,,prod-data-id63518,Camel Sugar Peanuts 150G,,$1.30,"Camel <br/>
Sugar Peanuts <br/>
<span style=""color:gray""> 150G </span>",,,,$1.50,,https://a4ucontent.blob.core.windows.net/images/0048534_0.png,,,,,"Nuts, Beans & Seeds",https://allforyou.sg/nuts-beans-seeds?pagenumber=2,,False
,,,prod-data-id62190,Camel Sweet Peanuts 150G,,$1.30,"Camel <br/>
Sweet Peanuts <br/>
<span style=""color:gray""> 150G </span>",,,,$1.60,,https://a4ucontent.blob.core.windows.net/images/0048521_0.png,,,,,"Nuts, Beans & Seeds",https://allforyou.sg/nuts-beans-seeds?pagenumber=2,,False
